quantidade_pedido;data_pedido
0.0;2014-09-25 13:32:59
0.0;2014-09-25 13:33:41
1.0;2014-09-25 13:34:14
0.0;2014-09-25 13:34:21
0.0;2014-09-25 13:35:27
1.0;2014-09-25 13:36:01
0.0;2014-09-25 13:37:34
0.0;2014-09-25 13:38:04
0.0;2014-09-25 13:38:06
0.0;2014-09-25 13:39:55
2.0;2014-09-25 13:41:09
1.0;2014-09-25 13:41:49
0.0;2014-09-25 13:42:03
0.0;2014-09-25 13:42:16
1.0;2014-09-25 13:43:09
1.0;2014-09-25 13:43:11
0.0;2014-09-25 13:46:17
0.0;2014-09-25 13:46:21
2.0;2014-09-25 13:46:54
0.0;2014-09-25 13:47:02
7.0;2014-09-25 13:47:38
1.0;2014-09-25 13:47:40
0.0;2014-09-25 13:48:04
0.0;2014-09-25 13:48:23
1.0;2014-09-25 13:48:53
0.0;2014-09-25 13:49:21
2.0;2014-09-25 13:49:22
0.0;2014-09-25 13:49:41
0.0;2014-09-25 13:49:50
1.0;2014-09-25 13:49:57
0.0;2014-09-25 13:50:17
0.0;2014-09-25 13:50:25
0.0;2014-09-25 13:51:25
0.0;2014-09-25 13:52:06
0.0;2014-09-25 13:52:16
0.0;2014-09-25 13:52:25
1.0;2014-09-25 13:52:38
2.0;2014-09-25 13:53:00
1.0;2014-09-25 13:53:04
3.0;2014-09-25 13:53:06
0.0;2014-09-25 13:53:14
0.0;2014-09-25 13:53:46
0.0;2014-09-25 13:53:54
0.0;2014-09-25 13:55:08
1.0;2014-09-25 13:56:42
7.0;2014-09-25 13:56:59
1.0;2014-09-25 13:58:37
0.0;2014-09-25 13:58:51
0.0;2014-09-25 14:00:30
1.0;2014-09-25 14:00:57
0.0;2014-09-25 14:01:22
2.0;2014-10-01 15:57:34
1.0;2014-10-01 15:57:45
3.0;2014-10-01 15:58:17
0.0;2014-10-01 15:58:19
0.0;2014-10-01 15:58:29
1.0;2014-10-01 15:58:38
0.0;2014-10-01 15:59:49
1.0;2014-10-01 16:01:18
0.0;2014-10-01 16:01:25
0.0;2014-10-01 16:03:00
1.0;2014-10-01 16:03:14
1.0;2014-10-01 16:03:24
0.0;2014-10-01 16:04:13
1.0;2014-10-01 16:04:21
0.0;2014-10-01 16:05:18
1.0;2014-10-01 16:05:31
0.0;2014-10-01 16:05:31
1.0;2014-10-01 16:05:46
1.0;2014-10-01 16:06:08
0.0;2014-10-01 16:06:22
2.0;2014-10-01 16:09:50
0.0;2014-10-01 16:10:21
1.0;2014-10-01 16:11:53
0.0;2014-10-01 16:12:23
1.0;2014-10-01 16:13:40
0.0;2014-10-01 16:14:33
2.0;2014-10-01 16:15:26
1.0;2014-10-01 16:15:45
4.0;2014-10-01 16:16:14
0.0;2014-10-01 16:17:20
1.0;2014-10-01 16:17:22
1.0;2014-10-01 16:17:26
0.0;2014-10-01 16:17:55
1.0;2014-10-01 16:18:09
0.0;2014-10-01 16:18:10
0.0;2014-10-01 16:18:21
0.0;2014-10-01 16:18:32
0.0;2014-10-01 16:18:46
0.0;2014-10-01 16:19:30
0.0;2014-10-01 16:19:40
1.0;2014-10-01 16:20:05
0.0;2014-10-01 16:20:07
0.0;2014-10-01 16:20:52
0.0;2014-10-01 16:20:53
0.0;2014-10-07 17:03:15
2.0;2014-10-07 17:04:07
0.0;2014-10-07 17:04:30
1.0;2014-10-07 17:04:33
0.0;2014-10-07 17:04:57
0.0;2014-10-07 17:07:19
0.0;2014-10-07 17:07:50
0.0;2014-10-07 17:08:36
0.0;2014-10-07 17:08:52
0.0;2014-10-07 17:09:00
4.0;2014-10-07 17:09:01
0.0;2014-10-07 17:09:32
0.0;2014-10-07 17:10:11
1.0;2014-10-07 17:10:29
1.0;2014-10-07 17:10:58
1.0;2014-10-07 17:12:37
0.0;2014-10-07 17:12:47
1.0;2014-10-07 17:13:21
1.0;2014-10-07 17:13:41
0.0;2014-10-07 17:13:53
2.0;2014-10-07 17:13:57
1.0;2014-10-07 17:13:58
0.0;2014-10-07 17:15:28
0.0;2014-10-07 17:16:42
1.0;2014-10-07 17:16:53
1.0;2014-10-07 17:19:04
4.0;2014-10-07 17:19:55
0.0;2014-10-07 17:21:06
1.0;2014-10-07 17:21:23
1.0;2014-10-07 17:21:58
0.0;2014-10-07 17:22:27
0.0;2014-10-07 17:23:58
0.0;2014-10-07 17:24:48
1.0;2014-10-07 17:24:49
1.0;2014-10-07 17:24:53
0.0;2014-10-07 17:26:20
1.0;2014-10-07 17:26:36
0.0;2014-10-07 17:26:40
1.0;2014-10-07 17:26:52
1.0;2014-10-07 17:28:45
0.0;2014-10-07 17:31:59
1.0;2014-10-07 17:32:31
1.0;2014-10-07 17:35:22
2.0;2014-10-07 17:35:48
0.0;2014-10-07 17:37:05
1.0;2014-10-07 17:37:12
0.0;2014-10-13 14:57:55
0.0;2014-10-13 14:58:05
1.0;2014-10-13 14:58:40
0.0;2014-10-13 14:58:49
2.0;2014-10-13 14:58:50
0.0;2014-10-13 14:58:50
0.0;2014-10-13 14:58:51
1.0;2014-10-13 14:59:14
1.0;2014-10-13 14:59:14
0.0;2014-10-13 14:59:33
0.0;2014-10-13 14:59:36
0.0;2014-10-13 14:59:43
1.0;2014-10-13 14:59:53
0.0;2014-10-13 15:00:25
0.0;2014-10-13 15:00:29
0.0;2014-10-13 15:00:42
1.0;2014-10-13 15:01:03
0.0;2014-10-13 15:01:12
1.0;2014-10-13 15:01:17
6.0;2014-10-13 15:01:47
0.0;2014-10-13 15:02:10
0.0;2014-10-13 15:02:15
2.0;2014-10-13 15:02:16
0.0;2014-10-13 15:02:16
0.0;2014-10-13 15:02:16
1.0;2014-10-13 15:02:21
0.0;2014-10-13 15:02:30
0.0;2014-10-13 15:02:30
1.0;2014-10-13 15:02:38
1.0;2014-10-13 15:02:49
0.0;2014-10-13 15:03:21
2.0;2014-10-13 15:03:21
0.0;2014-10-13 15:03:21
0.0;2014-10-13 15:03:21
0.0;2014-10-13 15:04:14
0.0;2014-10-13 15:04:18
1.0;2014-10-13 15:04:26
1.0;2014-10-13 15:04:48
0.0;2014-10-13 15:05:17
2.0;2014-10-13 15:05:18
0.0;2014-10-13 15:05:18
